addr,first_tx,funder,funder_date,fund_eth,ntx_first25,cotoken_linked
0xb2572090928511f8c6723888bf1208e504f18e53,2018-08-10,0xecd8b3877d8e7cd0739de18a5b545bc0b3538566,2018-08-10,0.495,16,False
0x84917e0e48bd5e3d418e0419b3d6b546f9861202,2018-08-07,0x4ce9f39d3a0426d8d1f2ad4fcff0b92e86b9b914,2018-08-07,0.20785,19,False
0xe433d5598233f7ec0a595395d76121edf59af3e0,2018-08-06,0x1ab8d93779bd6c4bd1cf997ca0a9333f3a9ad155,2018-08-06,0.5,25,False
0xfbaca829813bc219686a5c4adebea49fbf924fa7,2018-08-06,0x9a755332d874c893111207b0b220ce2615cd036f,2018-08-06,0.045,25,False
0xe82285adc36fd5ac0211bf287a95c629e07a95d7,2018-08-08,0x0fd081e3bb178dc45c0cb23202069dda57064258,2018-08-08,0.36993,16,False
0x36cad0d2d08674af863463fe6dca6f0bb009e013,2018-08-10,0x4067d09179676970815a34f9083824a381ced4c4,2018-08-10,4.0,10,False
0x12c115438a10fa906dffbff78670eb1c0ca51858,2018-08-06,0x4ce9f39d3a0426d8d1f2ad4fcff0b92e86b9b914,2018-08-06,0.99535,25,False
0x46666ea4e6b0ebbf1aff979a7e6f086f4c39b682,2018-08-07,0x4ce9f39d3a0426d8d1f2ad4fcff0b92e86b9b914,2018-08-07,0.295,25,False
0xd7628f5f03a28db8f7b83748e4a8707a33ba1445,2018-08-08,0x0fd081e3bb178dc45c0cb23202069dda57064258,2018-08-08,0.36751,17,False
0x2e8e77177f4ea3f503d6f95f02096b1b4fccc2be,2018-08-06,0x4ce9f39d3a0426d8d1f2ad4fcff0b92e86b9b914,2018-08-06,0.35331,6,False
0x70e6645e15c28e142fa73b8580af6ab6d963eeac,2018-11-04,0xb2a48f542dc56b89b24c04076cbe565b3dc58e7b,2018-11-04,0.195,25,True
0xbd6d57b773afbdb823b67b2c9c07e3ea7526a1e4,2018-08-07,0x4ce9f39d3a0426d8d1f2ad4fcff0b92e86b9b914,2018-08-07,0.395,23,False
0x143ed6e54d1a89b12676cca5e703d6852d140952,2018-08-09,0x8314c3f1abd090abbed0fee0b54fccc9dfce9143,2018-08-09,0.028,6,False
